tourney_id,tourney_name,surface,tourney_level,tourney_date,match_num,winner_id,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,data_year,tourney_year,tourney_month,rank_diff,is_upset,w_1st_pct,l_1st_pct,w_bp_conv,w_bp_save
2015-560,US Open,Hard,G,2015-08-31,59,106210,Jiri Vesely,L,198.0,CZE,22.1,48.0,962.0,103893,Paolo Lorenzi,R,183.0,ITA,33.7,83.0,633.0,6-4 6-4 6-4,5,R128,156.0,13.0,4.0,75.0,47.0,43.0,15.0,15.0,0.0,1.0,7.0,1.0,77.0,35.0,28.0,22.0,15.0,1.0,5.0,2015,2015,8,35.0,0,0.6266666666666667,0.45454545454545453,0.8,0.0
2015-560,US Open,Hard,G,2015-08-31,60,103333,Ivo Karlovic,R,208.0,CRO,36.5,21.0,1620.0,105643,Federico Delbonis,L,193.0,ARG,24.9,63.0,772.0,6-3 7-5 7-5,5,R128,156.0,21.0,2.0,92.0,62.0,55.0,17.0,17.0,3.0,3.0,8.0,11.0,112.0,58.0,41.0,28.0,16.0,9.0,12.0,2015,2015,8,42.0,0,0.6739130434782609,0.5178571428571429,0.25,1.0
2015-560,US Open,Hard,G,2015-08-31,61,104259,Philipp Kohlschreiber,R,178.0,GER,31.8,29.0,1230.0,100644,Alexander Zverev,R,198.0,GER,18.3,82.0,634.0,6-7(0) 6-2 6-0 2-6 6-4,5,R128,156.0,6.0,4.0,149.0,89.0,57.0,37.0,22.0,11.0,14.0,2.0,10.0,139.0,83.0,58.0,22.0,22.0,7.0,14.0,2015,2015,8,53.0,0,0.5973154362416108,0.5971223021582733,0.5,0.7857142857142857
2015-560,US Open,Hard,G,2015-08-31,62,104586,Lukas Rosol,R,193.0,CZE,30.1,87.0,582.0,111577,Jared Donaldson,R,188.0,USA,18.8,146.0,382.0,7-6(7) 6-0 7-6(4),5,R128,156.0,7.0,5.0,103.0,49.0,39.0,32.0,15.0,4.0,6.0,11.0,4.0,105.0,49.0,33.0,27.0,15.0,4.0,9.0,2015,2015,8,59.0,0,0.47572815533980584,0.4666666666666667,0.5555555555555556,0.6666666666666666
2015-560,US Open,Hard,G,2015-08-31,63,104327,Steve Darcis,R,178.0,BEL,31.4,66.0,750.0,104571,Marcos Baghdatis,R,183.0,CYP,30.2,51.0,882.0,6-7(2) 6-3 6-2 3-1 RET,5,R128,156.0,1.0,6.0,113.0,62.0,46.0,26.0,17.0,5.0,7.0,10.0,7.0,110.0,49.0,36.0,29.0,16.0,7.0,13.0,2015,2015,8,-15.0,1,0.5486725663716814,0.44545454545454544,0.46153846153846156,0.7142857142857143
2015-560,US Open,Hard,G,2015-08-31,64,103819,Roger Federer,R,185.0,SUI,34.0,2.0,9065.0,104919,Leonardo Mayer,R,188.0,ARG,28.2,34.0,1140.0,6-1 6-2 6-2,5,R128,156.0,11.0,5.0,66.0,43.0,36.0,14.0,12.0,1.0,1.0,1.0,7.0,70.0,40.0,21.0,14.0,11.0,3.0,9.0,2015,2015,8,32.0,0,0.6515151515151515,0.5714285714285714,0.6666666666666666,1.0
2015-560,US Open,Hard,G,2015-08-31,65,104925,Novak Djokovic,R,188.0,SRB,28.2,1.0,14865.0,104890,Andreas Haider Maurer,R,190.0,AUT,28.4,52.0,870.0,6-4 6-1 6-2,5,R64,156.0,5.0,2.0,64.0,42.0,35.0,17.0,13.0,0.0,0.0,3.0,6.0,69.0,32.0,19.0,17.0,12.0,5.0,10.0,2015,2015,8,51.0,0,0.65625,0.463768115942029,0.5,
2015-560,US Open,Hard,G,2015-08-31,66,104312,Andreas Seppi,R,190.0,ITA,31.5,25.0,1430.0,104559,Teymuraz Gabashvili,R,185.0,RUS,30.2,53.0,867.0,3-6 6-3 7-6(3) 6-1,5,R64,156.0,21.0,2.0,118.0,61.0,50.0,29.0,19.0,2.0,6.0,7.0,10.0,117.0,72.0,50.0,19.0,18.0,8.0,14.0,2015,2015,8,28.0,0,0.5169491525423728,0.6153846153846154,0.42857142857142855,0.3333333333333333
2015-560,US Open,Hard,G,2015-08-31,67,105138,Roberto Bautista Agut,R,183.0,ESP,27.3,23.0,1510.0,105807,Pablo Carreno Busta,R,188.0,ESP,24.1,54.0,855.0,4-6 6-4 6-0 2-6 6-4,5,R64,156.0,9.0,9.0,161.0,96.0,62.0,31.0,22.0,10.0,16.0,17.0,8.0,129.0,57.0,45.0,29.0,22.0,5.0,13.0,2015,2015,8,31.0,0,0.5962732919254659,0.4418604651162791,0.6153846153846154,0.625
2015-560,US Open,Hard,G,2015-08-31,68,105676,David Goffin,R,180.0,BEL,24.7,15.0,2130.0,105575,Ricardas Berankis,R,175.0,LTU,25.1,78.0,661.0,5-7 6-4 3-6 6-2 6-1,5,R64,156.0,22.0,7.0,139.0,67.0,60.0,37.0,23.0,6.0,9.0,14.0,7.0,172.0,92.0,62.0,41.0,23.0,23.0,29.0,2015,2015,8,63.0,0,0.48201438848920863,0.5348837209302325,0.20689655172413793,0.6666666666666666
2015-560,US Open,Hard,G,2015-08-31,69,105683,Milos Raonic,R,196.0,CAN,24.6,10.0,2880.0,104269,Fernando Verdasco,L,188.0,ESP,31.7,42.0,1020.0,6-2 6-4 6-7(5) 7-6(1),5,R64,156.0,16.0,7.0,127.0,78.0,63.0,33.0,21.0,4.0,4.0,15.0,5.0,127.0,85.0,62.0,24.0,21.0,4.0,7.0,2015,2015,8,32.0,0,0.6141732283464567,0.6692913385826772,0.42857142857142855,1.0
2015-560,US Open,Hard,G,2015-08-31,70,103852,Feliciano Lopez,L,188.0,ESP,33.9,19.0,1665.0,103888,Mardy Fish,R,188.0,USA,33.7,581.0,55.0,2-6 6-3 1-6 7-5 6-3,5,R64,156.0,22.0,6.0,147.0,84.0,60.0,28.0,23.0,12.0,18.0,11.0,4.0,123.0,68.0,51.0,24.0,22.0,2.0,7.0,2015,2015,8,562.0,0,0.5714285714285714,0.5528455284552846,0.7142857142857143,0.6666666666666666
2015-560,US Open,Hard,G,2015-08-31,71,104926,Fabio Fognini,R,178.0,ITA,28.2,32.0,1165.0,104655,Pablo Cuevas,R,180.0,URU,29.6,40.0,1065.0,6-3 6-4 6-4,5,R64,156.0,5.0,3.0,85.0,50.0,41.0,20.0,15.0,4.0,5.0,4.0,8.0,91.0,59.0,37.0,17.0,14.0,7.0,11.0,2015,2015,8,8.0,0,0.5882352941176471,0.6483516483516484,0.36363636363636365,0.8
2015-560,US Open,Hard,G,2015-08-31,72,104745,Rafael Nadal,L,185.0,ESP,29.2,8.0,3680.0,106043,Diego Schwartzman,R,170.0,ARG,23.0,74.0,685.0,7-6(5) 6-3 7-5,5,R64,156.0,8.0,3.0,96.0,65.0,49.0,16.0,16.0,5.0,8.0,3.0,3.0,123.0,74.0,43.0,22.0,17.0,6.0,12.0,2015,2015,8,66.0,0,0.6770833333333334,0.6016260162601627,0.5,0.625
2015-560,US Open,Hard,G,2015-08-31,73,105332,Benoit Paire,R,196.0,FRA,26.3,41.0,1052.0,104947,Marsel Ilhan,R,191.0,TUR,28.2,84.0,618.0,6-3 3-6 6-4 6-3,5,R64,156.0,10.0,3.0,107.0,53.0,44.0,30.0,19.0,4.0,7.0,6.0,3.0,119.0,73.0,51.0,20.0,18.0,2.0,7.0,2015,2015,8,43.0,0,0.4953271028037383,0.6134453781512605,0.7142857142857143,0.5714285714285714
2015-560,US Open,Hard,G,2015-08-31,74,103990,Tommy Robredo,R,180.0,ESP,33.3,26.0,1405.0,105032,Sam Groth,R,193.0,AUS,27.8,55.0,843.0,6-4 7-6(3) 6-4,5,R64,156.0,5.0,2.0,91.0,48.0,38.0,32.0,16.0,6.0,7.0,7.0,6.0,105.0,64.0,45.0,22.0,16.0,9.0,12.0,2015,2015,8,29.0,0,0.5274725274725275,0.6095238095238096,0.25,0.8571428571428571
2015-560,US Open,Hard,G,2015-08-31,75,104542,Jo-Wilfried Tsonga,R,188.0,FRA,30.3,18.0,1675.0,104719,Marcel Granollers,R,191.0,ESP,29.3,77.0,665.0,6-3 6-4 6-3,5,R64,156.0,4.0,1.0,75.0,44.0,38.0,18.0,14.0,0.0,0.0,5.0,0.0,95.0,56.0,36.0,19.0,14.0,6.0,10.0,2015,2015,8,59.0,0,0.5866666666666667,0.5894736842105263,0.4,
2015-560,US Open,Hard,G,2015-08-31,76,104660,Sergiy Stakhovsky,R,193.0,UKR,29.6,60.0,804.0,105011,Illya Marchenko,R,185.0,UKR,27.9,120.0,465.0,6-4 7-6(2) 4-6 6-4,5,R64,156.0,10.0,3.0,144.0,90.0,65.0,28.0,21.0,15.0,19.0,8.0,5.0,127.0,73.0,51.0,26.0,21.0,4.0,9.0,2015,2015,8,60.0,0,0.625,0.5748031496062992,0.5555555555555556,0.7894736842105263
2015-560,US Open,Hard,G,2015-08-31,77,105227,Marin Cilic,R,198.0,CRO,26.9,9.0,3550.0,105539,Evgeny Donskoy,R,185.0,RUS,25.3,139.0,402.0,6-2 6-3 7-5,5,R64,156.0,19.0,4.0,93.0,50.0,38.0,24.0,15.0,4.0,5.0,3.0,1.0,76.0,48.0,33.0,11.0,14.0,3.0,8.0,2015,2015,8,130.0,0,0.5376344086021505,0.631578947368421,0.625,0.8
2015-560,US Open,Hard,G,2015-08-31,78,105062,Mikhail Kukushkin,R,183.0,KAZ,27.6,56.0,842.0,105777,Grigor Dimitrov,R,191.0,BUL,24.2,17.0,1735.0,6-3 7-6(2) 2-6 4-6 6-4,5,R64,156.0,2.0,4.0,140.0,73.0,54.0,37.0,24.0,6.0,12.0,18.0,9.0,176.0,109.0,82.0,24.0,25.0,8.0,14.0,2015,2015,8,-39.0,1,0.5214285714285715,0.6193181818181818,0.42857142857142855,0.5
2015-560,US Open,Hard,G,2015-08-31,79,104871,Jeremy Chardy,R,188.0,FRA,28.5,27.0,1300.0,105373,Martin Klizan,L,191.0,SVK,26.1,36.0,1125.0,7-5 6-4 7-6(1),5,R64,156.0,13.0,5.0,99.0,68.0,55.0,15.0,17.0,1.0,3.0,9.0,5.0,95.0,60.0,39.0,19.0,17.0,2.0,6.0,2015,2015,8,9.0,0,0.6868686868686869,0.631578947368421,0.6666666666666666,0.3333333333333333
2015-560,US Open,Hard,G,2015-08-31,80,103970,David Ferrer,R,175.0,ESP,33.4,7.0,3695.0,105936,Filip Krajinovic,R,185.0,SRB,23.5,102.0,534.0,7-5 7-5 7-6(4),5,R64,156.0,1.0,2.0,105.0,68.0,58.0,16.0,18.0,7.0,10.0,5.0,5.0,105.0,64.0,49.0,16.0,18.0,3.0,8.0,2015,2015,8,95.0,0,0.6476190476190476,0.6095238095238096,0.625,0.7
2015-560,US Open,Hard,G,2015-08-31,81,104527,Stan Wawrinka,R,183.0,SUI,30.4,5.0,5710.0,111202,Hyeon Chung,R,188.0,KOR,19.2,69.0,721.0,7-6(2) 7-6(4) 7-6(6),5,R64,156.0,26.0,1.0,134.0,77.0,58.0,35.0,18.0,5.0,7.0,3.0,3.0,127.0,63.0,47.0,37.0,18.0,6.0,8.0,2015,2015,8,64.0,0,0.5746268656716418,0.49606299212598426,0.25,0.7142857142857143
2015-560,US Open,Hard,G,2015-08-31,82,105074,Ruben Bemelmans,L,183.0,BEL,27.6,107.0,520.0,106058,Jack Sock,R,191.0,USA,22.9,28.0,1250.0,4-6 4-6 6-3 2-1 RET,5,R64,156.0,10.0,8.0,92.0,56.0,41.0,17.0,16.0,2.0,6.0,16.0,5.0,85.0,54.0,42.0,15.0,16.0,3.0,7.0,2015,2015,8,-79.0,1,0.6086956521739131,0.6352941176470588,0.5714285714285714,0.3333333333333333
2015-560,US Open,Hard,G,2015-08-31,83,104678,Viktor Troicki,R,193.0,SRB,29.5,22.0,1559.0,104330,Rajeev Ram,R,193.0,USA,31.4,88.0,570.0,7-6(10) 6-4 3-6 6-3,5,R64,156.0,13.0,4.0,119.0,76.0,53.0,23.0,20.0,4.0,9.0,5.0,7.0,120.0,78.0,52.0,20.0,20.0,2.0,8.0,2015,2015,8,66.0,0,0.6386554621848739,0.65,0.75,0.4444444444444444
2015-560,US Open,Hard,G,2015-08-31,84,105385,Donald Young,L,183.0,USA,26.1,68.0,730.0,105379,Aljaz Bedene,R,181.0,SLO,26.1,57.0,841.0,3-6 6-4 6-4 6-2,5,R64,156.0,5.0,7.0,112.0,57.0,40.0,24.0,19.0,4.0,11.0,9.0,7.0,122.0,69.0,44.0,18.0,18.0,7.0,16.0,2015,2015,8,-11.0,1,0.5089285714285714,0.5655737704918032,0.5625,0.36363636363636365
2015-560,US Open,Hard,G,2015-08-31,85,104731,Kevin Anderson,R,203.0,RSA,29.2,14.0,2160.0,105572,Austin Krajicek,L,188.0,USA,25.2,117.0,474.0,6-3 6-4 6-2,5,R64,156.0,20.0,3.0,65.0,49.0,45.0,11.0,14.0,0.0,0.0,5.0,3.0,73.0,40.0,28.0,17.0,13.0,0.0,4.0,2015,2015,8,103.0,0,0.7538461538461538,0.547945205479452,1.0,
2015-560,US Open,Hard,G,2015-08-31,86,106233,Dominic Thiem,R,185.0,AUT,21.9,20.0,1645.0,104797,Denis Istomin,R,185.0,UZB,28.9,70.0,716.0,6-4 6-4 1-0 RET,5,R64,156.0,3.0,0.0,50.0,36.0,29.0,12.0,11.0,0.0,0.0,2.0,2.0,86.0,50.0,32.0,17.0,11.0,10.0,13.0,2015,2015,8,50.0,0,0.72,0.5813953488372093,0.23076923076923078,
2015-560,US Open,Hard,G,2015-08-31,87,105064,Thomaz Bellucci,L,188.0,BRA,27.6,30.0,1190.0,106415,Yoshihito Nishioka,L,170.0,JPN,19.9,128.0,430.0,6-0 6-3 6-4,5,R64,156.0,15.0,5.0,70.0,41.0,35.0,15.0,12.0,7.0,9.0,1.0,2.0,84.0,43.0,19.0,18.0,13.0,6.0,14.0,2015,2015,8,98.0,0,0.5857142857142857,0.5119047619047619,0.5714285714285714,0.7777777777777778
2015-560,US Open,Hard,G,2015-08-31,88,104918,Andy Murray,R,191.0,GBR,28.2,3.0,8840.0,105173,Adrian Mannarino,L,180.0,FRA,27.1,35.0,1140.0,5-7 4-6 6-1 6-3 6-1,5,R64,156.0,22.0,2.0,128.0,75.0,60.0,30.0,23.0,4.0,7.0,5.0,10.0,149.0,86.0,60.0,25.0,22.0,17.0,24.0,2015,2015,8,32.0,0,0.5859375,0.5771812080536913,0.2916666666666667,0.5714285714285714
2015-560,US Open,Hard,G,2015-08-31,89,104607,Tomas Berdych,R,196.0,CZE,29.9,6.0,5230.0,103781,Jurgen Melzer,L,183.0,AUT,34.2,132.0,426.0,7-6(2) 6-1 6-3,5,R64,156.0,9.0,0.0,88.0,51.0,37.0,29.0,14.0,6.0,6.0,4.0,7.0,92.0,56.0,39.0,14.0,14.0,2.0,6.0,2015,2015,8,126.0,0,0.5795454545454546,0.6086956521739131,0.6666666666666666,1.0
2015-560,US Open,Hard,G,2015-08-31,90,104198,Guillermo Garcia Lopez,R,188.0,ESP,32.2,31.0,1190.0,103917,Nicolas Mahut,R,191.0,FRA,33.6,64.0,767.0,6-4 6-2 6-7(4) 6-1,5,R64,156.0,9.0,8.0,125.0,72.0,58.0,26.0,19.0,1.0,3.0,6.0,6.0,126.0,73.0,44.0,24.0,18.0,5.0,12.0,2015,2015,8,33.0,0,0.576,0.5793650793650794,0.5833333333333334,0.3333333333333333
2015-560,US Open,Hard,G,2015-08-31,91,106071,Bernard Tomic,R,196.0,AUS,22.8,24.0,1465.0,103720,Lleyton Hewitt,R,180.0,AUS,34.5,355.0,130.0,6-3 6-2 3-6 5-7 7-5,5,R64,156.0,24.0,4.0,159.0,90.0,62.0,35.0,25.0,12.0,18.0,18.0,7.0,160.0,84.0,56.0,38.0,25.0,9.0,17.0,2015,2015,8,331.0,0,0.5660377358490566,0.525,0.47058823529411764,0.6666666666666666
2015-560,US Open,Hard,G,2015-08-31,92,104755,Richard Gasquet,R,183.0,FRA,29.2,12.0,2240.0,104898,Robin Haase,R,191.0,NED,28.4,79.0,645.0,4-6 6-3 7-6(4) 6-4,5,R64,156.0,8.0,2.0,115.0,73.0,57.0,28.0,21.0,3.0,7.0,11.0,2.0,122.0,66.0,49.0,27.0,20.0,7.0,12.0,2015,2015,8,67.0,0,0.6347826086956522,0.5409836065573771,0.4166666666666667,0.42857142857142855
2015-560,US Open,Hard,G,2015-08-31,93,104545,John Isner,R,208.0,USA,30.3,13.0,2235.0,104022,Mikhail Youzhny,R,183.0,RUS,33.1,93.0,546.0,6-3 6-4 6-4,5,R64,156.0,18.0,5.0,86.0,50.0,42.0,23.0,15.0,2.0,2.0,7.0,4.0,72.0,43.0,35.0,16.0,14.0,5.0,8.0,2015,2015,8,80.0,0,0.5813953488372093,0.5972222222222222,0.375,1.0
2015-560,US Open,Hard,G,2015-08-31,94,106210,Jiri Vesely,L,198.0,CZE,22.1,48.0,962.0,103333,Ivo Karlovic,R,208.0,CRO,36.5,21.0,1620.0,7-6(3) 3-6 3-6 6-2 7-6(4),5,R64,156.0,18.0,9.0,154.0,101.0,76.0,33.0,25.0,4.0,7.0,43.0,9.0,154.0,101.0,80.0,30.0,25.0,11.0,13.0,2015,2015,8,-27.0,1,0.6558441558441559,0.6558441558441559,0.15384615384615385,0.5714285714285714
2015-560,US Open,Hard,G,2015-08-31,95,104259,Philipp Kohlschreiber,R,178.0,GER,31.8,29.0,1230.0,104586,Lukas Rosol,R,193.0,CZE,30.1,87.0,582.0,7-6(4) 6-2 6-2,5,R64,156.0,8.0,1.0,76.0,49.0,41.0,17.0,14.0,1.0,2.0,7.0,3.0,100.0,51.0,36.0,20.0,14.0,5.0,10.0,2015,2015,8,58.0,0,0.6447368421052632,0.51,0.5,0.5
2015-560,US Open,Hard,G,2015-08-31,96,103819,Roger Federer,R,185.0,SUI,34.0,2.0,9065.0,104327,Steve Darcis,R,178.0,BEL,31.4,66.0,750.0,6-1 6-2 6-1,5,R64,156.0,12.0,1.0,61.0,43.0,37.0,10.0,11.0,1.0,1.0,2.0,2.0,80.0,43.0,23.0,15.0,11.0,12.0,19.0,2015,2015,8,64.0,0,0.7049180327868853,0.5375,0.3684210526315789,1.0
2015-560,US Open,Hard,G,2015-08-31,97,104925,Novak Djokovic,R,188.0,SRB,28.2,1.0,14865.0,104312,Andreas Seppi,R,190.0,ITA,31.5,25.0,1430.0,6-3 7-5 7-5,5,R32,156.0,11.0,3.0,91.0,61.0,47.0,17.0,17.0,5.0,7.0,5.0,3.0,109.0,59.0,40.0,26.0,16.0,7.0,12.0,2015,2015,8,24.0,0,0.6703296703296703,0.5412844036697247,0.4166666666666667,0.7142857142857143
2015-560,US Open,Hard,G,2015-08-31,98,105138,Roberto Bautista Agut,R,183.0,ESP,27.3,23.0,1510.0,105676,David Goffin,R,180.0,BEL,24.7,15.0,2130.0,2-6 5-7 6-3 3-1 RET,5,R32,156.0,9.0,7.0,103.0,46.0,33.0,31.0,17.0,3.0,6.0,11.0,6.0,103.0,61.0,47.0,18.0,17.0,6.0,10.0,2015,2015,8,-8.0,1,0.44660194174757284,0.5922330097087378,0.4,0.5
2015-560,US Open,Hard,G,2015-08-31,99,103852,Feliciano Lopez,L,188.0,ESP,33.9,19.0,1665.0,105683,Milos Raonic,R,196.0,CAN,24.6,10.0,2880.0,6-2 7-6(4) 6-3,5,R32,156.0,16.0,2.0,95.0,63.0,51.0,19.0,15.0,4.0,4.0,12.0,7.0,110.0,63.0,45.0,22.0,14.0,10.0,13.0,2015,2015,8,-9.0,1,0.6631578947368421,0.5727272727272728,0.23076923076923078,1.0
2015-560,US Open,Hard,G,2015-08-31,100,104926,Fabio Fognini,R,178.0,ITA,28.2,32.0,1165.0,104745,Rafael Nadal,L,185.0,ESP,29.2,8.0,3680.0,3-6 4-6 6-4 6-3 6-4,5,R32,156.0,2.0,7.0,167.0,102.0,64.0,31.0,24.0,11.0,19.0,5.0,2.0,139.0,93.0,63.0,17.0,24.0,7.0,16.0,2015,2015,8,-24.0,1,0.6107784431137725,0.6690647482014388,0.5625,0.5789473684210527
2015-560,US Open,Hard,G,2015-08-31,101,105332,Benoit Paire,R,196.0,FRA,26.3,41.0,1052.0,103990,Tommy Robredo,R,180.0,ESP,33.3,26.0,1405.0,7-6(3) 6-1 6-1,5,R32,156.0,12.0,3.0,117.0,53.0,40.0,37.0,13.0,10.0,10.0,1.0,5.0,103.0,64.0,39.0,17.0,13.0,9.0,14.0,2015,2015,8,-15.0,1,0.452991452991453,0.6213592233009708,0.35714285714285715,1.0
2015-560,US Open,Hard,G,2015-08-31,102,104542,Jo-Wilfried Tsonga,R,188.0,FRA,30.3,18.0,1675.0,104660,Sergiy Stakhovsky,R,193.0,UKR,29.6,60.0,804.0,6-3 7-5 6-2,5,R32,156.0,14.0,0.0,83.0,57.0,46.0,18.0,15.0,2.0,2.0,2.0,5.0,106.0,63.0,42.0,19.0,14.0,10.0,14.0,2015,2015,8,42.0,0,0.6867469879518072,0.5943396226415094,0.2857142857142857,1.0
2015-560,US Open,Hard,G,2015-08-31,103,105227,Marin Cilic,R,198.0,CRO,26.9,9.0,3550.0,105062,Mikhail Kukushkin,R,183.0,KAZ,27.6,56.0,842.0,6-7(5) 7-6(1) 6-3 6-7(3) 6-1,5,R32,156.0,26.0,7.0,156.0,83.0,70.0,40.0,27.0,5.0,9.0,11.0,6.0,187.0,87.0,60.0,50.0,25.0,13.0,20.0,2015,2015,8,47.0,0,0.532051282051282,0.46524064171123,0.35,0.5555555555555556
2015-560,US Open,Hard,G,2015-08-31,104,104871,Jeremy Chardy,R,188.0,FRA,28.5,27.0,1300.0,103970,David Ferrer,R,175.0,ESP,33.4,7.0,3695.0,7-6(6) 4-6 6-3 6-1,5,R32,156.0,10.0,8.0,112.0,71.0,50.0,19.0,19.0,3.0,8.0,1.0,3.0,113.0,73.0,45.0,17.0,19.0,4.0,12.0,2015,2015,8,-20.0,1,0.6339285714285714,0.6460176991150443,0.6666666666666666,0.375
2015-560,US Open,Hard,G,2015-08-31,105,104527,Stan Wawrinka,R,183.0,SUI,30.4,5.0,5710.0,105074,Ruben Bemelmans,L,183.0,BEL,27.6,107.0,520.0,6-3 7-6(5) 6-4,5,R32,156.0,8.0,7.0,102.0,46.0,37.0,31.0,15.0,8.0,11.0,5.0,4.0,100.0,58.0,38.0,22.0,16.0,6.0,12.0,2015,2015,8,102.0,0,0.45098039215686275,0.58,0.5,0.7272727272727273
2015-560,US Open,Hard,G,2015-08-31,106,105385,Donald Young,L,183.0,USA,26.1,68.0,730.0,104678,Viktor Troicki,R,193.0,SRB,29.5,22.0,1559.0,4-6 0-6 7-6(3) 6-2 6-4,5,R32,156.0,7.0,8.0,157.0,94.0,65.0,32.0,23.0,10.0,16.0,15.0,4.0,172.0,115.0,82.0,22.0,23.0,17.0,22.0,2015,2015,8,-46.0,1,0.5987261146496815,0.6686046511627907,0.22727272727272727,0.625
2015-560,US Open,Hard,G,2015-08-31,107,104731,Kevin Anderson,R,203.0,RSA,29.2,14.0,2160.0,106233,Dominic Thiem,R,185.0,AUT,21.9,20.0,1645.0,6-3 7-6(3) 7-6(3),5,R32,156.0,16.0,1.0,114.0,76.0,60.0,24.0,17.0,5.0,5.0,4.0,3.0,105.0,54.0,44.0,29.0,16.0,4.0,5.0,2015,2015,8,6.0,0,0.6666666666666666,0.5142857142857142,0.2,1.0
2015-560,US Open,Hard,G,2015-08-31,108,104918,Andy Murray,R,191.0,GBR,28.2,3.0,8840.0,105064,Thomaz Bellucci,L,188.0,BRA,27.6,30.0,1190.0,6-3 6-2 7-5,5,R32,156.0,6.0,3.0,86.0,53.0,43.0,17.0,15.0,1.0,2.0,3.0,3.0,94.0,60.0,39.0,15.0,14.0,8.0,13.0,2015,2015,8,27.0,0,0.6162790697674418,0.6382978723404256,0.38461538461538464,0.5
2015-560,US Open,Hard,G,2015-08-31,109,104607,Tomas Berdych,R,196.0,CZE,29.9,6.0,5230.0,104198,Guillermo Garcia Lopez,R,188.0,ESP,32.2,31.0,1190.0,6-7(2) 7-6(7) 6-3 6-3,5,R32,156.0,11.0,3.0,129.0,69.0,55.0,33.0,21.0,3.0,6.0,11.0,5.0,159.0,81.0,61.0,33.0,21.0,8.0,14.0,2015,2015,8,25.0,0,0.5348837209302325,0.5094339622641509,0.42857142857142855,0.5
2015-560,US Open,Hard,G,2015-08-31,110,104755,Richard Gasquet,R,183.0,FRA,29.2,12.0,2240.0,106071,Bernard Tomic,R,196.0,AUS,22.8,24.0,1465.0,6-4 6-3 6-1,5,R32,156.0,8.0,1.0,60.0,44.0,40.0,12.0,13.0,0.0,0.0,9.0,0.0,92.0,62.0,40.0,11.0,13.0,11.0,16.0,2015,2015,8,12.0,0,0.7333333333333333,0.6739130434782609,0.3125,
2015-560,US Open,Hard,G,2015-08-31,111,104545,John Isner,R,208.0,USA,30.3,13.0,2235.0,106210,Jiri Vesely,L,198.0,CZE,22.1,48.0,962.0,6-3 6-4 RET,5,R32,156.0,21.0,2.0,58.0,37.0,32.0,11.0,10.0,6.0,6.0,0.0,2.0,72.0,46.0,31.0,10.0,9.0,7.0,9.0,2015,2015,8,35.0,0,0.6379310344827587,0.6388888888888888,0.2222222222222222,1.0
2015-560,US Open,Hard,G,2015-08-31,112,103819,Roger Federer,R,185.0,SUI,34.0,2.0,9065.0,104259,Philipp Kohlschreiber,R,178.0,GER,31.8,29.0,1230.0,6-3 6-4 6-4,5,R32,156.0,5.0,4.0,83.0,50.0,36.0,18.0,15.0,2.0,4.0,1.0,5.0,72.0,44.0,31.0,15.0,14.0,3.0,8.0,2015,2015,8,27.0,0,0.6024096385542169,0.6111111111111112,0.625,0.5
2015-560,US Open,Hard,G,2015-08-31,113,104925,Novak Djokovic,R,188.0,SRB,28.2,1.0,14865.0,105138,Roberto Bautista Agut,R,183.0,ESP,27.3,23.0,1510.0,6-3 4-6 6-4 6-3,5,R16,156.0,8.0,2.0,123.0,75.0,52.0,25.0,19.0,4.0,8.0,4.0,2.0,117.0,69.0,40.0,24.0,19.0,7.0,14.0,2015,2015,8,22.0,0,0.6097560975609756,0.5897435897435898,0.5,0.5
2015-560,US Open,Hard,G,2015-08-31,114,103852,Feliciano Lopez,L,188.0,ESP,33.9,19.0,1665.0,104926,Fabio Fognini,R,178.0,ITA,28.2,32.0,1165.0,6-3 7-6(5) 6-1,5,R16,156.0,6.0,3.0,89.0,49.0,40.0,25.0,15.0,4.0,5.0,8.0,6.0,84.0,51.0,30.0,20.0,13.0,3.0,7.0,2015,2015,8,13.0,0,0.550561797752809,0.6071428571428571,0.5714285714285714,0.8
2015-560,US Open,Hard,G,2015-08-31,115,104542,Jo-Wilfried Tsonga,R,188.0,FRA,30.3,18.0,1675.0,105332,Benoit Paire,R,196.0,FRA,26.3,41.0,1052.0,6-4 6-3 6-4,5,R16,156.0,10.0,2.0,74.0,44.0,39.0,22.0,15.0,0.0,0.0,8.0,4.0,84.0,38.0,24.0,29.0,14.0,4.0,7.0,2015,2015,8,23.0,0,0.5945945945945946,0.4523809523809524,0.42857142857142855,
2015-560,US Open,Hard,G,2015-08-31,116,105227,Marin Cilic,R,198.0,CRO,26.9,9.0,3550.0,104871,Jeremy Chardy,R,188.0,FRA,28.5,27.0,1300.0,6-3 2-6 7-6(2) 6-1,5,R16,156.0,23.0,2.0,117.0,68.0,57.0,24.0,19.0,5.0,7.0,11.0,11.0,97.0,55.0,44.0,18.0,17.0,2.0,5.0,2015,2015,8,18.0,0,0.5811965811965812,0.5670103092783505,0.6,0.7142857142857143
