tourney_id,tourney_name,surface,tourney_level,tourney_date,match_num,winner_id,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,data_year,tourney_year,tourney_month,rank_diff,is_upset,w_1st_pct,l_1st_pct,w_bp_conv,w_bp_save
2024-560,Us Open,Hard,G,2024-08-26,108,106423,Thanasi Kokkinakis,R,193.0,AUS,28.3,86.0,672.0,126774,Stefanos Tsitsipas,R,193.0,GRE,26.0,11.0,3425.0,7-6(5) 4-6 6-3 7-5,5,R128,234.0,17.0,7.0,141.0,69.0,54.0,41.0,22.0,6.0,9.0,10.0,6.0,134.0,66.0,47.0,37.0,21.0,4.0,8.0,2024,2024,8,-75.0,1,0.48936170212765956,0.4925373134328358,0.5,0.6666666666666666
2024-560,Us Open,Hard,G,2024-08-26,109,132686,Nuno Borges,R,185.0,POR,27.5,34.0,1325.0,105948,Federico Coria,R,180.0,ARG,32.4,79.0,714.0,6-2 6-4 6-1,5,R128,101.0,8.0,8.0,72.0,35.0,29.0,19.0,13.0,1.0,3.0,2.0,7.0,86.0,53.0,33.0,8.0,12.0,8.0,15.0,2024,2024,8,45.0,0,0.4861111111111111,0.6162790697674418,0.4666666666666667,0.3333333333333333
2024-560,Us Open,Hard,G,2024-08-26,110,209262,Tristan Schoolkate,R,183.0,AUS,23.4,193.0,308.0,106121,Taro Daniel,R,191.0,JPN,31.5,88.0,639.0,4-6 4-6 6-4 7-6(6) 6-4,5,R128,230.0,18.0,7.0,154.0,94.0,73.0,30.0,26.0,4.0,8.0,8.0,6.0,161.0,90.0,68.0,37.0,26.0,5.0,9.0,2024,2024,8,-105.0,1,0.6103896103896104,0.5590062111801242,0.4444444444444444,0.5
2024-560,Us Open,Hard,G,2024-08-26,111,210150,Jakub Mensik,R,193.0,CZE,18.9,65.0,812.0,200000,Felix Auger Aliassime,R,193.0,CAN,24.0,19.0,2170.0,6-2 6-4 6-2,5,R128,123.0,8.0,5.0,86.0,44.0,39.0,17.0,13.0,1.0,2.0,7.0,10.0,78.0,41.0,28.0,14.0,13.0,10.0,16.0,2024,2024,8,-46.0,1,0.5116279069767442,0.5256410256410257,0.375,0.5
2024-560,Us Open,Hard,G,2024-08-26,112,207925,Flavio Cobolli,R,183.0,ITA,22.3,31.0,1418.0,105902,James Duckworth,R,183.0,AUS,32.5,70.0,764.0,6-1 4-6 6-4 6-4,5,R128,156.0,11.0,5.0,120.0,61.0,48.0,32.0,18.0,6.0,8.0,5.0,7.0,117.0,63.0,44.0,23.0,19.0,4.0,10.0,2024,2024,8,39.0,0,0.5083333333333333,0.5384615384615384,0.6,0.75
2024-560,Us Open,Hard,G,2024-08-26,113,200267,Zizou Bergs,R,185.0,BEL,25.2,80.0,697.0,200303,Pavel Kotov,R,191.0,RUS,25.7,60.0,864.0,6-2 4-6 6-2 3-6 7-6(7),5,R128,263.0,8.0,5.0,148.0,86.0,60.0,30.0,23.0,6.0,12.0,9.0,6.0,174.0,100.0,65.0,33.0,24.0,14.0,22.0,2024,2024,8,-20.0,1,0.581081081081081,0.5747126436781609,0.36363636363636365,0.5
2024-560,Us Open,Hard,G,2024-08-26,114,206681,Fabian Marozsan,R,193.0,HUN,24.8,51.0,1090.0,209098,Hamad Medjedovic,R,188.0,SRB,21.1,137.0,431.0,2-6 6-1 3-6 6-1 6-4,5,R128,196.0,18.0,10.0,133.0,75.0,57.0,32.0,21.0,6.0,9.0,17.0,9.0,132.0,81.0,62.0,20.0,21.0,10.0,15.0,2024,2024,8,86.0,0,0.5639097744360902,0.6136363636363636,0.3333333333333333,0.6666666666666666
2024-560,Us Open,Hard,G,2024-08-26,115,106421,Daniil Medvedev,R,198.0,RUS,28.5,5.0,6275.0,105583,Dusan Lajovic,R,183.0,SRB,34.1,66.0,811.0,6-3 3-6 6-3 6-1,5,R128,153.0,14.0,11.0,125.0,70.0,53.0,26.0,17.0,6.0,8.0,1.0,2.0,107.0,70.0,45.0,18.0,17.0,5.0,11.0,2024,2024,8,61.0,0,0.56,0.6542056074766355,0.5454545454545454,0.75
2024-560,Us Open,Hard,G,2024-08-26,116,207989,Carlos Alcaraz,R,183.0,ESP,21.3,3.0,7360.0,111454,Li Tu,R,183.0,AUS,28.2,186.0,322.0,6-2 4-6 6-3 6-1,5,R128,162.0,8.0,4.0,90.0,55.0,44.0,23.0,17.0,4.0,6.0,2.0,6.0,121.0,67.0,40.0,23.0,17.0,12.0,19.0,2024,2024,8,183.0,0,0.6111111111111112,0.5537190082644629,0.3684210526315789,0.6666666666666666
2024-560,Us Open,Hard,G,2024-08-26,117,122298,Botic Van De Zandschulp,R,191.0,NED,28.8,74.0,739.0,133430,Denis Shapovalov,L,185.0,CAN,25.3,105.0,550.0,6-4 7-5 6-4,5,R128,140.0,0.0,5.0,93.0,57.0,41.0,20.0,16.0,5.0,8.0,4.0,11.0,99.0,53.0,37.0,18.0,16.0,4.0,10.0,2024,2024,8,31.0,0,0.6129032258064516,0.5353535353535354,0.6,0.625
2024-560,Us Open,Hard,G,2024-08-26,118,207680,Facundo Diaz Acosta,L,183.0,ARG,23.6,64.0,827.0,200384,Hugo Gaston,L,173.0,FRA,23.9,63.0,830.0,6-1 6-4 6-2,5,R128,107.0,3.0,2.0,68.0,41.0,31.0,20.0,13.0,3.0,4.0,2.0,4.0,76.0,35.0,19.0,18.0,12.0,5.0,11.0,2024,2024,8,-1.0,1,0.6029411764705882,0.4605263157894737,0.5454545454545454,0.75
2024-560,Us Open,Hard,G,2024-08-26,119,207733,Jack Draper,L,193.0,GBR,22.6,25.0,1695.0,111190,Zhizhen Zhang,R,193.0,CHN,27.8,41.0,1185.0,6-3 6-0 4-0 RET,5,R128,66.0,5.0,1.0,50.0,30.0,23.0,15.0,9.0,1.0,1.0,1.0,1.0,55.0,36.0,17.0,6.0,10.0,3.0,10.0,2024,2024,8,16.0,0,0.6,0.6545454545454545,0.7,1.0
2024-560,Us Open,Hard,G,2024-08-26,120,105676,David Goffin,R,180.0,BEL,33.7,78.0,725.0,126214,Alejandro Tabilo,L,188.0,CHI,27.2,21.0,1978.0,7-6(7) 6-1 7-5,5,R128,141.0,16.0,9.0,99.0,57.0,44.0,19.0,16.0,4.0,7.0,9.0,8.0,117.0,59.0,42.0,22.0,15.0,13.0,19.0,2024,2024,8,-57.0,1,0.5757575757575758,0.5042735042735043,0.3157894736842105,0.5714285714285714
2024-560,Us Open,Hard,G,2024-08-26,121,105173,Adrian Mannarino,L,180.0,FRA,36.1,42.0,1170.0,106432,Borna Coric,R,188.0,CRO,27.7,98.0,582.0,7-5 6-2 6-3,5,R128,138.0,4.0,3.0,85.0,40.0,32.0,25.0,15.0,4.0,6.0,7.0,5.0,77.0,37.0,26.0,18.0,14.0,3.0,9.0,2024,2024,8,56.0,0,0.47058823529411764,0.4805194805194805,0.6666666666666666,0.6666666666666666
2024-560,Us Open,Hard,G,2024-08-26,122,207830,Tomas Machac,R,183.0,CZE,23.8,39.0,1224.0,104926,Fabio Fognini,R,178.0,ITA,37.2,71.0,759.0,7-5 6-1 6-3,5,R128,106.0,8.0,5.0,82.0,45.0,35.0,24.0,14.0,6.0,7.0,3.0,8.0,76.0,36.0,25.0,15.0,14.0,1.0,7.0,2024,2024,8,32.0,0,0.5487804878048781,0.47368421052631576,0.8571428571428571,0.8571428571428571
2024-560,Us Open,Hard,G,2024-08-26,123,200624,Sebastian Korda,R,196.0,USA,24.1,16.0,2545.0,144895,Corentin Moutet,L,180.0,FRA,25.3,69.0,780.0,7-6(3) 6-1 6-0,5,R128,133.0,3.0,2.0,85.0,49.0,38.0,20.0,13.0,6.0,7.0,1.0,5.0,87.0,47.0,28.0,16.0,12.0,7.0,13.0,2024,2024,8,53.0,0,0.5764705882352941,0.5402298850574713,0.46153846153846156,0.8571428571428571
2024-560,Us Open,Hard,G,2024-08-26,124,200282,Alex De Minaur,R,183.0,AUS,25.5,10.0,3435.0,106218,Marcos Giron,R,180.0,USA,31.0,46.0,1150.0,6-3 6-4 5-7 6-4,5,R128,210.0,9.0,12.0,139.0,57.0,38.0,48.0,21.0,9.0,13.0,2.0,6.0,138.0,68.0,43.0,34.0,20.0,8.0,14.0,2024,2024,8,36.0,0,0.41007194244604317,0.4927536231884058,0.42857142857142855,0.6923076923076923
2024-560,Us Open,Hard,G,2024-08-26,125,202261,Otto Virtanen,R,193.0,FIN,23.1,125.0,476.0,111460,Quentin Halys,R,191.0,FRA,27.8,119.0,498.0,6-3 6-3 6-7(4) 6-2,5,R128,163.0,10.0,4.0,104.0,57.0,49.0,31.0,19.0,2.0,2.0,18.0,12.0,142.0,80.0,58.0,26.0,19.0,11.0,16.0,2024,2024,8,-6.0,1,0.5480769230769231,0.5633802816901409,0.3125,1.0
2024-560,Us Open,Hard,G,2024-08-26,126,208363,Mariano Navone,R,178.0,ARG,23.4,36.0,1303.0,127157,Daniel Altmaier,R,188.0,GER,25.9,89.0,637.0,1-6 6-2 6-4 6-1,5,R128,157.0,2.0,4.0,104.0,55.0,39.0,25.0,16.0,4.0,7.0,6.0,7.0,104.0,63.0,48.0,12.0,16.0,7.0,13.0,2024,2024,8,53.0,0,0.5288461538461539,0.6057692307692307,0.46153846153846156,0.5714285714285714
2024-560,Us Open,Hard,G,2024-08-26,127,105554,Daniel Evans,R,175.0,GBR,34.2,184.0,324.0,111575,Karen Khachanov,R,198.0,RUS,28.2,22.0,1930.0,6-7(6) 7-6(2) 7-6(4) 4-6 6-4,5,R128,335.0,14.0,12.0,208.0,108.0,80.0,47.0,28.0,15.0,23.0,13.0,7.0,184.0,103.0,66.0,44.0,28.0,10.0,18.0,2024,2024,8,-162.0,1,0.5192307692307693,0.5597826086956522,0.4444444444444444,0.6521739130434783
2024-560,Us Open,Hard,G,2024-08-26,128,208286,Matteo Arnaldi,R,185.0,ITA,23.5,30.0,1470.0,208260,Zachary Svajda,R,175.0,USA,21.7,102.0,554.0,6-3 6-2 6-1,5,R128,104.0,12.0,6.0,89.0,49.0,41.0,16.0,12.0,8.0,9.0,1.0,4.0,70.0,33.0,19.0,15.0,12.0,5.0,12.0,2024,2024,8,72.0,0,0.550561797752809,0.4714285714285714,0.5833333333333334,0.8888888888888888
2024-560,Us Open,Hard,G,2024-08-26,129,126128,Roman Safiullin,R,185.0,RUS,27.0,57.0,910.0,212733,Matthew Forbes,U,185.0,USA,18.3,1848.0,1.0,6-4 7-6(2) 6-2,5,R128,148.0,7.0,5.0,103.0,61.0,47.0,22.0,15.0,9.0,11.0,5.0,7.0,112.0,73.0,45.0,15.0,15.0,9.0,14.0,2024,2024,8,1791.0,0,0.5922330097087378,0.6517857142857143,0.35714285714285715,0.8181818181818182
2024-560,Us Open,Hard,G,2024-08-26,130,111442,Jordan Thompson,R,183.0,AUS,30.3,32.0,1376.0,106005,Constant Lestienne,R,180.0,FRA,32.2,111.0,527.0,6-1 6-3 6-2,5,R128,119.0,11.0,0.0,81.0,51.0,39.0,18.0,12.0,7.0,7.0,1.0,6.0,78.0,44.0,27.0,11.0,12.0,10.0,16.0,2024,2024,8,79.0,0,0.6296296296296297,0.5641025641025641,0.375,1.0
2024-560,Us Open,Hard,G,2024-08-26,131,128034,Hubert Hurkacz,R,196.0,POL,27.5,7.0,4055.0,207608,Timofey Skatov,R,175.0,KAZ,23.5,188.0,315.0,6-3 7-6(4) 7-6(3),5,R128,175.0,27.0,5.0,106.0,56.0,48.0,26.0,17.0,2.0,4.0,3.0,7.0,135.0,77.0,54.0,26.0,16.0,6.0,9.0,2024,2024,8,181.0,0,0.5283018867924528,0.5703703703703704,0.3333333333333333,0.5
2024-560,Us Open,Hard,G,2024-08-26,132,134770,Casper Ruud,R,183.0,NOR,25.6,8.0,3855.0,207352,Bu Yunchaokete,R,185.0,CHN,22.6,123.0,483.0,7-6(2) 6-2 6-2,5,R128,134.0,14.0,6.0,79.0,42.0,37.0,21.0,14.0,1.0,3.0,11.0,2.0,92.0,46.0,31.0,15.0,14.0,3.0,9.0,2024,2024,8,115.0,0,0.5316455696202531,0.5,0.6666666666666666,0.3333333333333333
2024-560,Us Open,Hard,G,2024-08-26,133,104792,Gael Monfils,R,193.0,FRA,37.9,45.0,1155.0,106043,Diego Schwartzman,R,170.0,ARG,32.0,244.0,236.0,6-7(2) 6-2 6-2 6-1,5,R128,162.0,16.0,5.0,121.0,65.0,51.0,30.0,17.0,5.0,6.0,2.0,2.0,115.0,73.0,39.0,21.0,18.0,8.0,16.0,2024,2024,8,199.0,0,0.5371900826446281,0.6347826086956522,0.5,0.8333333333333334
2024-560,Us Open,Hard,G,2024-08-26,134,106148,Roberto Carballes Baena,R,183.0,ESP,31.4,55.0,916.0,123828,Jan Choinski,R,196.0,GBR,28.2,276.0,199.0,6-2 6-3 5-7 6-7(5) 6-3,5,R128,271.0,18.0,8.0,168.0,85.0,67.0,45.0,26.0,14.0,17.0,9.0,5.0,165.0,102.0,71.0,30.0,24.0,12.0,18.0,2024,2024,8,221.0,0,0.5059523809523809,0.6181818181818182,0.3333333333333333,0.8235294117647058
2024-560,Us Open,Hard,G,2024-08-26,135,209992,Juncheng Shang,L,180.0,CHN,19.5,72.0,754.0,122330,Alexander Bublik,R,196.0,KAZ,27.1,27.0,1650.0,6-4 3-6 5-7 6-3 6-4,5,R128,214.0,4.0,8.0,144.0,86.0,62.0,34.0,25.0,6.0,11.0,22.0,10.0,151.0,81.0,67.0,29.0,25.0,9.0,15.0,2024,2024,8,-45.0,1,0.5972222222222222,0.5364238410596026,0.4,0.5454545454545454
2024-560,Us Open,Hard,G,2024-08-26,136,200005,Ugo Humbert,L,188.0,FRA,26.1,17.0,2330.0,106329,Thiago Monteiro,L,183.0,BRA,30.2,75.0,739.0,6-3 6-4 6-4,5,R128,137.0,16.0,4.0,83.0,50.0,40.0,19.0,15.0,1.0,2.0,6.0,6.0,90.0,59.0,37.0,16.0,14.0,12.0,16.0,2024,2024,8,58.0,0,0.6024096385542169,0.6555555555555556,0.25,0.5
2024-560,Us Open,Hard,G,2024-08-26,137,207681,Francisco Comesana,R,178.0,ARG,23.8,108.0,532.0,208502,Dominic Stricker,L,183.0,SUI,22.0,169.0,345.0,4-6 6-3 7-6(4) 6-3,5,R128,186.0,10.0,6.0,144.0,86.0,67.0,25.0,21.0,8.0,12.0,7.0,10.0,123.0,51.0,39.0,35.0,19.0,3.0,8.0,2024,2024,8,61.0,0,0.5972222222222222,0.4146341463414634,0.625,0.6666666666666666
2024-560,Us Open,Hard,G,2024-08-26,138,126610,Matteo Berrettini,R,196.0,ITA,28.3,44.0,1160.0,105077,Albert Ramos,L,188.0,ESP,36.6,122.0,483.0,7-6(2) 6-2 6-3,5,R128,141.0,16.0,6.0,83.0,48.0,42.0,20.0,14.0,1.0,2.0,1.0,4.0,105.0,57.0,34.0,29.0,15.0,4.0,9.0,2024,2024,8,78.0,0,0.5783132530120482,0.5428571428571428,0.5555555555555556,0.5
2024-560,Us Open,Hard,G,2024-08-26,139,126203,Taylor Fritz,R,196.0,USA,26.8,12.0,3120.0,200116,Camilo Ugo Carabelli,R,185.0,ARG,25.1,93.0,608.0,7-5 6-1 6-2,5,R128,111.0,10.0,2.0,76.0,41.0,33.0,20.0,14.0,2.0,4.0,1.0,7.0,79.0,30.0,19.0,20.0,13.0,4.0,11.0,2024,2024,8,81.0,0,0.5394736842105263,0.379746835443038,0.6363636363636364,0.5
2024-560,Us Open,Hard,G,2024-08-26,140,206909,Brandon Nakashima,R,188.0,USA,23.0,50.0,1105.0,208029,Holger Rune,R,188.0,DEN,21.3,15.0,2780.0,6-2 6-1 6-4,5,R128,115.0,11.0,1.0,73.0,49.0,41.0,15.0,13.0,6.0,6.0,2.0,5.0,84.0,33.0,23.0,21.0,12.0,8.0,13.0,2024,2024,8,-35.0,1,0.6712328767123288,0.39285714285714285,0.38461538461538464,1.0
2024-560,Us Open,Hard,G,2024-08-26,141,209070,Arthur Cazaux,R,183.0,FRA,22.0,91.0,609.0,105807,Pablo Carreno Busta,R,188.0,ESP,33.1,213.0,277.0,6-1 6-3 6-3,5,R128,132.0,11.0,1.0,74.0,35.0,29.0,21.0,13.0,3.0,5.0,1.0,5.0,73.0,42.0,25.0,9.0,12.0,2.0,9.0,2024,2024,8,122.0,0,0.47297297297297297,0.5753424657534246,0.7777777777777778,0.6
2024-560,Us Open,Hard,G,2024-08-26,142,200175,Miomir Kecmanovic,R,183.0,SRB,24.9,54.0,940.0,106415,Yoshihito Nishioka,L,170.0,JPN,28.9,53.0,974.0,7-6(2) 2-6 5-7 7-5 1-0 RET,5,R128,216.0,6.0,9.0,145.0,86.0,56.0,28.0,24.0,7.0,16.0,8.0,5.0,150.0,78.0,51.0,36.0,22.0,8.0,15.0,2024,2024,8,-1.0,1,0.593103448275862,0.52,0.4666666666666667,0.4375
2024-560,Us Open,Hard,G,2024-08-26,143,207518,Lorenzo Musetti,R,185.0,ITA,22.4,18.0,2255.0,124187,Reilly Opelka,R,211.0,USA,26.9,324.0,157.0,7-6(3) 1-6 6-1 7-5,5,R128,174.0,7.0,6.0,114.0,57.0,43.0,36.0,19.0,3.0,6.0,23.0,10.0,135.0,81.0,59.0,21.0,19.0,7.0,11.0,2024,2024,8,306.0,0,0.5,0.6,0.36363636363636365,0.5
2024-560,Us Open,Hard,G,2024-08-26,144,202103,Francisco Cerundolo,R,185.0,ARG,26.0,29.0,1495.0,124116,Sebastian Ofner,R,191.0,AUT,28.2,58.0,904.0,5-7 6-4 6-4 6-2,5,R128,146.0,5.0,11.0,116.0,65.0,48.0,28.0,20.0,3.0,6.0,12.0,9.0,123.0,67.0,47.0,25.0,20.0,5.0,11.0,2024,2024,8,29.0,0,0.5603448275862069,0.5447154471544715,0.5454545454545454,0.5
2024-560,Us Open,Hard,G,2024-08-26,145,144869,Tomas Martin Etcheverry,R,196.0,ARG,25.1,33.0,1335.0,208659,Giovanni Mpetshi Perricard,R,203.0,FRA,21.1,52.0,1062.0,6-4 6-2 6-3,5,R128,118.0,10.0,0.0,62.0,45.0,39.0,14.0,13.0,0.0,0.0,15.0,14.0,97.0,52.0,36.0,18.0,14.0,9.0,14.0,2024,2024,8,19.0,0,0.7258064516129032,0.5360824742268041,0.35714285714285715,
2024-560,Us Open,Hard,G,2024-08-26,146,124186,Alexandre Muller,R,183.0,FRA,27.5,77.0,732.0,200443,Adam Walton,R,183.0,AUS,25.3,95.0,601.0,3-6 7-6(7) 6-3 6-4,5,R128,183.0,14.0,3.0,144.0,97.0,71.0,21.0,21.0,9.0,13.0,11.0,4.0,116.0,74.0,54.0,21.0,19.0,1.0,5.0,2024,2024,8,18.0,0,0.6736111111111112,0.6379310344827587,0.8,0.6923076923076923
